Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Crime type,Last outcome category,Context
,2024-03,Dyfed-Powys Police,Dyfed-Powys Police,-3.389652,51.950174,On or near Hawthorn Lane,W01000493,Powys 017E,Anti-social behaviour,,
3f18a1e07850d0d740de1e29b6801674d86501ce921aa369ec6a7de28ca32146,2024-03,Dyfed-Powys Police,Dyfed-Powys Police,-3.371564,51.942500,On or near Pen-Y-Bryn,W01000493,Powys 017E,Violence and sexual offences,Court result unavailable,
0a800fd48add81afbbf14b36c11c70f288ef8b91df28b2e4c861b6e8f345daef,2024-03,Dyfed-Powys Police,Dyfed-Powys Police,-3.400858,51.955382,On or near Heol Y Ffynnon,W01001902,Powys 017G,Public order,Court result unavailable,
,2024-03,Dyfed-Powys Police,Dyfed-Powys Police,-3.572762,51.944740,On or near Petrol Station,W01000474,Powys 020B,Anti-social behaviour,,
,2024-03,Dyfed-Powys Police,Dyfed-Powys Police,-3.680632,51.792016,On or near Heol Cefnbyrle,W01000496,Powys 021B,Anti-social behaviour,,
,2024-03,Dyfed-Powys Police,Dyfed-Powys Police,-3.761957,51.773201,On or near Heol Ynyscedwyn,W01000502,Powys 021C,Anti-social behaviour,,
,2024-03,Dyfed-Powys Police,Dyfed-Powys Police,-3.761957,51.773201,On or near Heol Ynyscedwyn,W01000502,Powys 021C,Anti-social behaviour,,
,2024-03,Dyfed-Powys Police,Dyfed-Powys Police,-3.772780,51.767715,On or near Petrol Station,W01000502,Powys 021C,Anti-social behaviour,,
aad9479405dcdd8c8334557a8d5477e37e914fe71cfa2c8c2838142dfad542fb,2024-03,Dyfed-Powys Police,Dyfed-Powys Police,-3.749576,51.781371,On or near Dol Y Dderwen,W01000505,Powys 021E,Violence and sexual offences,Status update unavailable,
6872c6045ffa7c677c0e31f990cd0d2d479d8dd127fa4c03698544c6c4872fcd,2024-03,Dyfed-Powys Police,Dyfed-Powys Police,-3.774046,51.776157,On or near Lynden,W01001899,Powys 021F,Violence and sexual offences,Unable to prosecute suspect,
57a0eb4f92c1f4fe44ce650b55b15f51eae2f2b411f8022c8254fb817ff84e4e,2024-03,Dyfed-Powys Police,Dyfed-Powys Police,,,No Location,,,Violence and sexual offences,Court result unavailable,
4acf342fbf55e583612411cc421bc9f25d54f6da4b3fe5722de28062076e83f2,2024-03,Dyfed-Powys Police,Dyfed-Powys Police,,,No Location,,,Violence and sexual offences,Further investigation is not in the public interest,
